position,column,inferred_type,non_missing_count,missing_count,missing_pct,unique_count,unique_pct_non_missing,is_all_missing,is_constant_non_missing,is_unique_non_missing,min,max,mean,top_values
124,fin42,integer,1051,0,0.0,4,0.3806,False,False,False,1,4,1.866793529971455756422454805,"[{""value"": ""2"", ""count"": 893}, {""value"": ""1"", ""count"": 150}, {""value"": ""3"", ""count"": 6}, {""value"": ""4"", ""count"": 2}]"
125,fin43a,integer,150,901,85.7279,3,2.0,False,False,False,1,4,1.78,"[{""value"": ""2"", ""count"": 114}, {""value"": ""1"", ""count"": 35}, {""value"": ""4"", ""count"": 1}]"
126,fin43b,integer,150,901,85.7279,2,1.3333,False,False,False,1,2,1.546666666666666666666666667,"[{""value"": ""2"", ""count"": 82}, {""value"": ""1"", ""count"": 68}]"
127,fin43c,integer,72,979,93.1494,2,2.7778,False,False,False,1,2,1.486111111111111111111111111,"[{""value"": ""1"", ""count"": 37}, {""value"": ""2"", ""count"": 35}]"
128,fin43d,integer,35,1016,96.6698,2,5.7143,False,False,False,1,2,1.885714285714285714285714286,"[{""value"": ""2"", ""count"": 31}, {""value"": ""1"", ""count"": 4}]"
129,fin44,integer,150,901,85.7279,3,2.0,False,False,False,1,3,1.446666666666666666666666667,"[{""value"": ""1"", ""count"": 84}, {""value"": ""2"", ""count"": 65}, {""value"": ""3"", ""count"": 1}]"
130,fin45,integer,1051,0,0.0,8,0.7612,False,False,False,1,8,3.783063748810656517602283539,"[{""value"": ""4"", ""count"": 360}, {""value"": ""5"", ""count"": 258}, {""value"": ""2"", ""count"": 169}, {""value"": ""3"", ""count"": 121}, {""value"": ""1"", ""count"": 72}, {""value"": ""7"", ""count"": 33}, {""value"": ""6"", ""count"": 31}, {""value"": ""8"", ""count"": 7}]"
131,internet_use,integer,1051,0,0.0,2,0.1903,False,False,False,0,1,0.5975261655566127497621313035,"[{""value"": ""1"", ""count"": 628}, {""value"": ""0"", ""count"": 423}]"
132,con1,integer,1051,0,0.0,3,0.2854,False,False,False,1,4,1.114176974310180780209324453,"[{""value"": ""1"", ""count"": 933}, {""value"": ""2"", ""count"": 117}, {""value"": ""4"", ""count"": 1}]"
133,con2a,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,1.449152542372881355932203390,"[{""value"": ""1"", ""count"": 85}, {""value"": ""2"", ""count"": 30}, {""value"": ""9"", ""count"": 2}, {""value"": ""8"", ""count"": 1}]"
134,con2b,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,1.906779661016949152542372881,"[{""value"": ""2"", ""count"": 78}, {""value"": ""1"", ""count"": 36}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 1}]"
135,con2c,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,2.220338983050847457627118644,"[{""value"": ""2"", ""count"": 79}, {""value"": ""1"", ""count"": 30}, {""value"": ""8"", ""count"": 7}, {""value"": ""9"", ""count"": 2}]"
136,con2d,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,1.881355932203389830508474576,"[{""value"": ""2"", ""count"": 89}, {""value"": ""1"", ""count"": 27}, {""value"": ""8"", ""count"": 1}, {""value"": ""9"", ""count"": 1}]"
137,con2e,integer,118,933,88.7726,3,2.5424,False,False,False,1,9,1.864406779661016949152542373,"[{""value"": ""2"", ""count"": 94}, {""value"": ""1"", ""count"": 23}, {""value"": ""9"", ""count"": 1}]"
138,con2f,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,2.033898305084745762711864407,"[{""value"": ""2"", ""count"": 85}, {""value"": ""1"", ""count"": 28}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 2}]"
139,con2g,integer,118,933,88.7726,3,2.5424,False,False,False,1,9,1.711864406779661016949152542,"[{""value"": ""2"", ""count"": 76}, {""value"": ""1"", ""count"": 41}, {""value"": ""9"", ""count"": 1}]"
140,con3,integer,107,944,89.8192,10,9.3458,False,False,False,1,99,8.299065420560747663551401869,"[{""value"": ""1"", ""count"": 68}, {""value"": ""2"", ""count"": 6}, {""value"": ""3"", ""count"": 6}, {""value"": ""4"", ""count"": 6}, {""value"": ""5"", ""count"": 6}, {""value"": ""7"", ""count"": 6}, {""value"": ""97"", ""count"": 5}, {""value"": ""6"", ""count"": 2}]"
141,con4,integer,118,933,88.7726,4,3.3898,False,False,False,1,9,1.694915254237288135593220339,"[{""value"": ""2"", ""count"": 59}, {""value"": ""1"", ""count"": 56}, {""value"": ""9"", ""count"": 2}, {""value"": ""8"", ""count"": 1}]"
142,con5,integer,56,995,94.6717,3,5.3571,False,False,False,1,8,1.732142857142857142857142857,"[{""value"": ""1"", ""count"": 27}, {""value"": ""2"", ""count"": 27}, {""value"": ""8"", ""count"": 2}]"
143,con6,integer,56,995,94.6717,2,3.5714,False,False,False,1,2,1.660714285714285714285714286,"[{""value"": ""2"", ""count"": 37}, {""value"": ""1"", ""count"": 19}]"
144,con7,integer,56,995,94.6717,3,5.3571,False,False,False,1,8,1.803571428571428571428571429,"[{""value"": ""2"", ""count"": 38}, {""value"": ""1"", ""count"": 17}, {""value"": ""8"", ""count"": 1}]"
145,con8,integer,62,989,94.1009,3,4.8387,False,False,False,1,9,1.661290322580645161290322581,"[{""value"": ""1"", ""count"": 35}, {""value"": ""2"", ""count"": 25}, {""value"": ""9"", ""count"": 2}]"
146,con9,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.437299035369774919614147910,"[{""value"": ""1"", ""count"": 582}, {""value"": ""2"", ""count"": 342}, {""value"": ""8"", ""count"": 6}, {""value"": ""9"", ""count"": 3}]"
147,con10,integer,342,709,67.4596,4,1.1696,False,False,False,1,9,2,"[{""value"": ""2"", ""count"": 306}, {""value"": ""1"", ""count"": 31}, {""value"": ""8"", ""count"": 4}, {""value"": ""9"", ""count"": 1}]"
148,con11,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.157556270096463022508038585,"[{""value"": ""1"", ""count"": 811}, {""value"": ""2"", ""count"": 118}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 1}]"
149,con12,integer,933,118,11.2274,6,0.6431,False,False,False,1,8,1.233654876741693461950696677,"[{""value"": ""1"", ""count"": 802}, {""value"": ""2"", ""count"": 93}, {""value"": ""3"", ""count"": 23}, {""value"": ""8"", ""count"": 7}, {""value"": ""4"", ""count"": 6}, {""value"": ""7"", ""count"": 2}]"
150,con13,integer,15,1036,98.5728,2,13.3333,False,False,False,1,2,1.2,"[{""value"": ""1"", ""count"": 12}, {""value"": ""2"", ""count"": 3}]"
151,con14,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.152197213290460878885316184,"[{""value"": ""1"", ""count"": 816}, {""value"": ""2"", ""count"": 113}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 1}]"
152,con15,empty,0,1051,100.0,0,0.0,True,True,False,,,,[]
153,con16,integer,816,235,22.3597,3,0.3676,False,False,False,1,8,1.172794117647058823529411765,"[{""value"": ""1"", ""count"": 681}, {""value"": ""2"", ""count"": 134}, {""value"": ""8"", ""count"": 1}]"
154,con17,integer,933,118,11.2274,6,0.6431,False,False,False,1,9,1.754555198285101822079314041,"[{""value"": ""1"", ""count"": 631}, {""value"": ""2"", ""count"": 147}, {""value"": ""4"", ""count"": 97}, {""value"": ""3"", ""count"": 29}, {""value"": ""8"", ""count"": 24}, {""value"": ""9"", ""count"": 5}]"
155,con18,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.480171489817792068595927117,"[{""value"": ""1"", ""count"": 523}, {""value"": ""2"", ""count"": 404}, {""value"": ""8"", ""count"": 4}, {""value"": ""9"", ""count"": 2}]"
156,con19,integer,523,528,50.2379,2,0.3824,False,False,False,1,2,1.091778202676864244741873805,"[{""value"": ""1"", ""count"": 475}, {""value"": ""2"", ""count"": 48}]"
157,con20,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.937834941050375133976420150,"[{""value"": ""2"", ""count"": 846}, {""value"": ""1"", ""count"": 83}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 1}]"
158,con21,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.728831725616291532690246517,"[{""value"": ""2"", ""count"": 636}, {""value"": ""1"", ""count"": 291}, {""value"": ""8"", ""count"": 4}, {""value"": ""9"", ""count"": 2}]"
159,con22,integer,291,760,72.3121,2,0.6873,False,False,False,1,2,1.831615120274914089347079038,"[{""value"": ""2"", ""count"": 242}, {""value"": ""1"", ""count"": 49}]"
160,con23,integer,933,118,11.2274,4,0.4287,False,False,False,1,9,1.914255091103965702036441586,"[{""value"": ""2"", ""count"": 787}, {""value"": ""1"", ""count"": 137}, {""value"": ""8"", ""count"": 6}, {""value"": ""9"", ""count"": 3}]"
161,con24,integer,1051,0,0.0,4,0.3806,False,False,False,1,4,1.470980019029495718363463368,"[{""value"": ""1"", ""count"": 569}, {""value"": ""2"", ""count"": 473}, {""value"": ""3"", ""count"": 5}, {""value"": ""4"", ""count"": 4}]"
162,con25,integer,482,569,54.1389,4,0.8299,False,False,False,1,9,1.954356846473029045643153527,"[{""value"": ""2"", ""count"": 417}, {""value"": ""1"", ""count"": 59}, {""value"": ""8"", ""count"": 5}, {""value"": ""9"", ""count"": 1}]"
163,con26,integer,628,423,40.2474,7,1.1146,False,False,False,1,9,1.598726114649681528662420382,"[{""value"": ""1"", ""count"": 429}, {""value"": ""2"", ""count"": 113}, {""value"": ""3"", ""count"": 52}, {""value"": ""4"", ""count"": 18}, {""value"": ""7"", ""count"": 8}, {""value"": ""8"", ""count"": 7}, {""value"": ""9"", ""count"": 1}]"
164,con27,integer,628,423,40.2474,3,0.4777,False,False,False,1,8,1.143312101910828025477707006,"[{""value"": ""1"", ""count"": 550}, {""value"": ""2"", ""count"": 76}, {""value"": ""8"", ""count"": 2}]"
165,con28,integer,550,501,47.6689,6,1.0909,False,False,False,1,8,2.592727272727272727272727273,"[{""value"": ""3"", ""count"": 317}, {""value"": ""2"", ""count"": 142}, {""value"": ""1"", ""count"": 68}, {""value"": ""4"", ""count"": 15}, {""value"": ""8"", ""count"": 7}, {""value"": ""7"", ""count"": 1}]"
166,con29,integer,78,973,92.5785,3,3.8462,False,False,False,1,8,1.730769230769230769230769231,"[{""value"": ""2"", ""count"": 50}, {""value"": ""1"", ""count"": 27}, {""value"": ""8"", ""count"": 1}]"
167,con30a,integer,697,354,33.6822,4,0.5739,False,False,False,1,9,1.329985652797704447632711621,"[{""value"": ""1"", ""count"": 487}, {""value"": ""2"", ""count"": 207}, {""value"": ""9"", ""count"": 2}, {""value"": ""8"", ""count"": 1}]"
168,con30b,integer,697,354,33.6822,3,0.4304,False,False,False,1,9,1.321377331420373027259684362,"[{""value"": ""1"", ""count"": 494}, {""value"": ""2"", ""count"": 200}, {""value"": ""9"", ""count"": 3}]"
169,con30c,integer,697,354,33.6822,4,0.5739,False,False,False,1,9,1.223816355810616929698708752,"[{""value"": ""1"", ""count"": 554}, {""value"": ""2"", ""count"": 141}, {""value"": ""8"", ""count"": 1}, {""value"": ""9"", ""count"": 1}]"
170,con30d,integer,697,354,33.6822,4,0.5739,False,False,False,1,9,1.375896700143472022955523673,"[{""value"": ""1"", ""count"": 454}, {""value"": ""2"", ""count"": 240}, {""value"": ""8"", ""count"": 2}, {""value"": ""9"", ""count"": 1}]"
171,con30e,integer,697,354,33.6822,3,0.4304,False,False,False,1,8,1.517934002869440459110473458,"[{""value"": ""1"", ""count"": 348}, {""value"": ""2"", ""count"": 347}, {""value"": ""8"", ""count"": 2}]"
172,con30f,integer,697,354,33.6822,4,0.5739,False,False,False,1,9,1.833572453371592539454806313,"[{""value"": ""2"", ""count"": 551}, {""value"": ""1"", ""count"": 142}, {""value"": ""8"", ""count"": 2}, {""value"": ""9"", ""count"": 2}]"
173,con30g,integer,697,354,33.6822,4,0.5739,False,False,False,1,9,1.833572453371592539454806313,"[{""value"": ""2"", ""count"": 531}, {""value"": ""1"", ""count"": 159}, {""value"": ""8"", ""count"": 6}, {""value"": ""9"", ""count"": 1}]"
174,con30h,integer,697,354,33.6822,3,0.4304,False,False,False,1,8,1.682926829268292682926829268,"[{""value"": ""2"", ""count"": 462}, {""value"": ""1"", ""count"": 233}, {""value"": ""8"", ""count"": 2}]"
175,con31a,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,1.330484330484330484330484330,"[{""value"": ""1"", ""count"": 260}, {""value"": ""2"", ""count"": 87}, {""value"": ""8"", ""count"": 3}, {""value"": ""9"", ""count"": 1}]"
176,con31b,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,2.219373219373219373219373219,"[{""value"": ""2"", ""count"": 257}, {""value"": ""1"", ""count"": 70}, {""value"": ""8"", ""count"": 21}, {""value"": ""9"", ""count"": 3}]"
177,con31c,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,2.256410256410256410256410256,"[{""value"": ""2"", ""count"": 278}, {""value"": ""1"", ""count"": 50}, {""value"": ""8"", ""count"": 21}, {""value"": ""9"", ""count"": 2}]"
178,con31d,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,1.860398860398860398860398860,"[{""value"": ""2"", ""count"": 252}, {""value"": ""1"", ""count"": 92}, {""value"": ""8"", ""count"": 6}, {""value"": ""9"", ""count"": 1}]"
179,con31e,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,2.168091168091168091168091168,"[{""value"": ""2"", ""count"": 324}, {""value"": ""1"", ""count"": 15}, {""value"": ""8"", ""count"": 10}, {""value"": ""9"", ""count"": 2}]"
180,con31f,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,2.150997150997150997150997151,"[{""value"": ""2"", ""count"": 262}, {""value"": ""1"", ""count"": 69}, {""value"": ""8"", ""count"": 18}, {""value"": ""9"", ""count"": 2}]"
181,con31g,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,1.945868945868945868945868946,"[{""value"": ""2"", ""count"": 288}, {""value"": ""1"", ""count"": 57}, {""value"": ""8"", ""count"": 4}, {""value"": ""9"", ""count"": 2}]"
182,con31h,integer,351,700,66.6032,4,1.1396,False,False,False,1,9,1.954415954415954415954415954,"[{""value"": ""2"", ""count"": 255}, {""value"": ""1"", ""count"": 85}, {""value"": ""8"", ""count"": 8}, {""value"": ""9"", ""count"": 3}]"
183,con32,integer,309,742,70.5994,11,3.5599,False,False,False,1,99,4.420711974110032362459546926,"[{""value"": ""1"", ""count"": 216}, {""value"": ""4"", ""count"": 34}, {""value"": ""8"", ""count"": 23}, {""value"": ""7"", ""count"": 10}, {""value"": ""6"", ""count"": 7}, {""value"": ""2"", ""count"": 6}, {""value"": ""97"", ""count"": 5}, {""value"": ""3"", ""count"": 3}]"
184,fin46,integer,1051,0,0.0,4,0.3806,False,False,False,1,4,1.127497621313035204567078972,"[{""value"": ""1"", ""count"": 922}, {""value"": ""2"", ""count"": 126}, {""value"": ""4"", ""count"": 2}, {""value"": ""3"", ""count"": 1}]"
185,fin47,integer,922,129,12.274,3,0.3254,False,False,False,1,3,1.963123644251626898047722343,"[{""value"": ""2"", ""count"": 836}, {""value"": ""1"", ""count"": 60}, {""value"": ""3"", ""count"": 26}]"
186,fin48a,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.821705426356589147286821705,"[{""value"": ""2"", ""count"": 101}, {""value"": ""1"", ""count"": 26}, {""value"": ""3"", ""count"": 1}, {""value"": ""4"", ""count"": 1}]"
187,fin48b,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.930232558139534883720930233,"[{""value"": ""2"", ""count"": 108}, {""value"": ""1"", ""count"": 16}, {""value"": ""3"", ""count"": 3}, {""value"": ""4"", ""count"": 2}]"
188,fin48c,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.720930232558139534883720930,"[{""value"": ""2"", ""count"": 74}, {""value"": ""1"", ""count"": 47}, {""value"": ""3"", ""count"": 5}, {""value"": ""4"", ""count"": 3}]"
189,fin48d,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.759689922480620155038759690,"[{""value"": ""2"", ""count"": 84}, {""value"": ""1"", ""count"": 39}, {""value"": ""3"", ""count"": 4}, {""value"": ""4"", ""count"": 2}]"
190,fin48e,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.697674418604651162790697674,"[{""value"": ""2"", ""count"": 81}, {""value"": ""1"", ""count"": 44}, {""value"": ""3"", ""count"": 3}, {""value"": ""4"", ""count"": 1}]"
191,fin48f,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.883720930232558139534883721,"[{""value"": ""2"", ""count"": 100}, {""value"": ""1"", ""count"": 23}, {""value"": ""3"", ""count"": 4}, {""value"": ""4"", ""count"": 2}]"
192,fin49a,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.697674418604651162790697674,"[{""value"": ""2"", ""count"": 79}, {""value"": ""1"", ""count"": 45}, {""value"": ""3"", ""count"": 4}, {""value"": ""4"", ""count"": 1}]"
193,fin49b,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.604651162790697674418604651,"[{""value"": ""2"", ""count"": 63}, {""value"": ""1"", ""count"": 59}, {""value"": ""3"", ""count"": 6}, {""value"": ""4"", ""count"": 1}]"
194,fin49c,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.457364341085271317829457364,"[{""value"": ""1"", ""count"": 78}, {""value"": ""2"", ""count"": 45}, {""value"": ""3"", ""count"": 4}, {""value"": ""4"", ""count"": 2}]"
195,fin49d,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.612403100775193798449612403,"[{""value"": ""2"", ""count"": 67}, {""value"": ""1"", ""count"": 57}, {""value"": ""3"", ""count"": 3}, {""value"": ""4"", ""count"": 2}]"
196,fin49e,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.651162790697674418604651163,"[{""value"": ""2"", ""count"": 72}, {""value"": ""1"", ""count"": 52}, {""value"": ""3"", ""count"": 3}, {""value"": ""4"", ""count"": 2}]"
197,fin49f,integer,129,922,87.726,4,3.1008,False,False,False,1,4,1.767441860465116279069767442,"[{""value"": ""2"", ""count"": 90}, {""value"": ""1"", ""count"": 35}, {""value"": ""3"", ""count"": 3}, {""value"": ""4"", ""count"": 1}]"
198,fin50,empty,0,1051,100.0,0,0.0,True,True,False,,,,[]
199,fin51,empty,0,1051,100.0,0,0.0,True,True,False,,,,[]
