model_key,model,parameters,rank_roc_auc,cv_mean_roc_auc,cv_std_roc_auc,cv_mean_f1,cv_mean_brier,train_mean_roc_auc,train_cv_roc_auc_gap
dummy,Dummy majority baseline,{},1,0.5,0.0,0.6761218083033739,0.24988639790844264,0.5,0.0
logistic_regression,Logistic Regression,"{""model__C"": 0.05, ""model__class_weight"": null}",6,0.7518344419686017,0.022968299551665818,0.692392290919594,0.20409305960653573,0.7792169807305793,0.027382538761977604
logistic_regression,Logistic Regression,"{""model__C"": 0.05, ""model__class_weight"": ""balanced""}",5,0.7518631283332924,0.02276243151716142,0.6879868077311485,0.20412140781021487,0.7791815850223239,0.027318456689031545
logistic_regression,Logistic Regression,"{""model__C"": 0.2, ""model__class_weight"": null}",2,0.7563504098138241,0.022539015678295714,0.6859044119509236,0.20168801632779126,0.7876901837298104,0.0313397739159863
logistic_regression,Logistic Regression,"{""model__C"": 0.2, ""model__class_weight"": ""balanced""}",1,0.756408156398575,0.02256911553947695,0.6894435378697665,0.20170995516434903,0.7876883866635724,0.03128023026499749
logistic_regression,Logistic Regression,"{""model__C"": 1.0, ""model__class_weight"": null}",3,0.7544319770155327,0.02169752683420631,0.6844812629184827,0.2027274976626785,0.7930237365898032,0.03859175957427052
logistic_regression,Logistic Regression,"{""model__C"": 1.0, ""model__class_weight"": ""balanced""}",4,0.7542040980980408,0.021764695313903768,0.6817999622079913,0.20274424128200433,0.7930236902211967,0.03881959212315589
decision_tree,Decision Tree,"{""model__class_weight"": null, ""model__max_depth"": 3, ""model__min_samples_leaf"": 5}",17,0.6723806225536091,0.0164449901820146,0.6308298694512182,0.23063214177905186,0.734258185495346,0.06187756294173696
decision_tree,Decision Tree,"{""model__class_weight"": null, ""model__max_depth"": 3, ""model__min_samples_leaf"": 15}",15,0.6797682699702082,0.02254841829017455,0.6370813889728394,0.22600849309843096,0.7326626580181165,0.05289438804790825
decision_tree,Decision Tree,"{""model__class_weight"": null, ""model__max_depth"": 3, ""model__min_samples_leaf"": 30}",13,0.6873373075901082,0.02663949407097609,0.637076335073762,0.22660185583337084,0.7238073567787718,0.03647004918866359
